Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,foreign policy","israel,anti-israel",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
"economic,social cultural","youth unemployment,unemployment,african american","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social programs,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"wages,workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
economic,"income,tax",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social programs","medicare,health,medicare for all,health insurance","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"military,foreign policy",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","pre-existing conditions,who,health care,health,pre-existing","covid,health,social programs",who,0,0,0,0,0,correct label,0,0,0,0,correct label
environmental,"green,candidate,green new,climate,new deal,climate crisis,green new deal","environmental,governance",0,0,0,"climate,climate crisis,green,new deal,green new deal,green new",0,candidate,0,0,0,0,0,0
"education,social programs",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"voting rights act,voting rights","governance,social cultural",0,0,0,0,0,"voting rights,voting rights act",0,0,0,0,"voting rights,voting rights act",0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
economic,businesses,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,assault,safety,0,0,0,0,0,0,0,0,0,assault,0,0
no topic,fraud,governance,0,0,0,0,0,fraud,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,latinos,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
"safety,environmental","who,gun,fraud,climate,climate change","covid,environmental,governance,safety",who,0,0,correct label,0,fraud,0,0,0,correct label,0,0
governance,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
economic,"economy,market,stock",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"foreign policy,social cultural,economic","china,jobs,latino,latinos,venezuela,unemployment,nicaragua,income","covid,economic,foreign policy,social cultural",china,correct label,0,0,correct label,0,0,0,0,0,correct label,0
governance,"mueller report,impeachment",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
health,congress,governance,0,0,0,0,0,congress,0,0,0,0,0,0
environmental,"green,fuel industry,green new,climate,fossil fuel,fuel,fossil,new deal,climate crisis,green new deal",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,elections,governance,0,0,0,0,0,elections,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental","climate crisis,climate,economy","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"foreign policy,governance","russia,ukraine",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
no topic,"senator,ukraine","foreign policy,governance",0,0,0,0,ukraine,senator,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"committing crimes,criminal",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"green,planet,green new,new deal,green new deal",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"economic,tax",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social programs","health,health care,planet","environmental,health,social programs",0,0,0,planet,0,0,correct label,0,0,0,0,correct label
economic,"gender,debate","governance,social cultural",0,0,0,0,0,debate,0,0,0,0,gender,0
economic,"low-wage,workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,"foreign policy,foreign",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,economy,economic,0,economy,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"who,gun,root out corruption,gun violence,corruption,supreme court","covid,governance,safety",who,0,0,0,0,"supreme court,corruption,root out corruption",0,0,0,"gun,gun violence",0,0
"social cultural,safety","police officers,shootings,officers,police,police shootings,black","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,environmental","climate change,climate,clean",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
safety,"gun,gun violence,who","covid,safety",who,0,0,0,0,0,0,0,0,"gun,gun violence",0,0
economic,"trickle-down,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,impeachment,governance,0,0,0,0,0,impeachment,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,safety","gun,gun violence,school","education,safety",0,0,correct label,0,0,0,0,0,0,correct label,0,0
immigration,immigrants,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs,social cultural",hbcus,"education,social cultural,social programs",0,0,correct label,0,0,0,0,0,0,0,correct label,correct label
foreign policy,"germany,turkey,isis,europeans",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
economic,middle class,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"jobs,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,"campaign,barr",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","doctor,medicare,deductible,deductibles,medicare for all,health,health insurance,premiums","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"social cultural,governance",color,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,grassroots movement,governance,0,0,0,0,0,grassroots movement,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
"education,economic","wages,debate,workers","economic,governance",0,correct label,0,0,0,debate,0,0,0,0,0,0
"economic,health,safety,social programs,governance","voting rights,voting rights act,obamacare,assault,depression,assault weapons","governance,health,safety,social cultural,social programs",0,0,0,0,0,correct label,correct label,0,0,correct label,"voting rights,voting rights act",correct label
"military,foreign policy",who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,"elections,who","covid,governance",who,0,0,0,0,elections,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"who,protecting,candidate","covid,environmental,governance",who,0,0,protecting,0,candidate,0,0,0,0,0,0
no topic,congress,governance,0,0,0,0,0,congress,0,0,0,0,0,0
governance,"who,impeachment","covid,governance",who,0,0,0,0,impeachment,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,visa,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","who,health,health care","covid,health,social programs",who,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health,social programs","diagnosed,coronavirus,treatment,health care,health","covid,health,social programs",correct label,0,0,0,0,0,correct label,0,0,0,0,correct label
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"who,debate,candidate","covid,governance",who,0,0,0,0,"candidate,debate",0,0,0,0,0,0
no topic,"elections,primary",governance,0,0,0,0,0,"primary,elections",0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,marijuana,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"gun,gun violence,mass shooting",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
foreign policy,"ukraine,foreign,united nations",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
economic,corporations,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
"foreign policy,economic","trade deal,china,economy","covid,economic,foreign policy",china,correct label,0,0,correct label,0,0,0,0,0,0,0
governance,corruption,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"who,color","covid,social cultural",who,0,0,0,0,0,0,0,0,0,color,0
social cultural,pregnancy,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"flint,clean,clean water",environmental,0,0,0,"flint,clean water,clean",0,0,0,0,0,0,0,0
"military,social cultural","transgender,americans serving,military","military,social cultural",0,0,0,0,0,0,0,0,correct label,0,correct label,0
no topic,protecting,environmental,0,0,0,protecting,0,0,0,0,0,0,0,0
"covid,health","coronavirus,scientists","covid,environmental",correct label,0,0,scientists,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"senator,campaign",governance,0,0,0,0,0,"senator,campaign",0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,nra,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"who,workers","covid,economic",who,workers,0,0,0,0,0,0,0,0,0,0
"health,social programs",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health","covid19,who",covid,correct label,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"education,social cultural","teachers,pregnant","education,health",0,0,correct label,0,0,0,pregnant,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","reproductive justice,candidate","governance,health",0,0,0,0,0,candidate,correct label,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","who,health,health care","covid,health,social programs",who,0,0,0,0,0,correct label,0,0,0,0,correct label
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"who,african american","covid,social cultural",who,0,0,0,0,0,0,0,0,0,african american,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,"afghanistan,veterans","foreign policy,military",0,0,0,0,afghanistan,0,0,0,veterans,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"impeachment,corruption",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,supreme court,governance,0,0,0,0,0,supreme court,0,0,0,0,0,0
no topic,corporations,economic,0,corporations,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"asylum,seeking asylum",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
governance,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
military,"who,veterans","covid,military",who,0,0,0,0,0,0,0,veterans,0,0,0
no topic,primary,governance,0,0,0,0,0,primary,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
governance,"corporate interests,campaign",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,criminal,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health","social distancing,businesses,distancing","covid,economic",correct label,businesses,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"who,campaign","covid,governance",who,0,0,0,0,campaign,0,0,0,0,0,0
"covid,health","who,pandemic",covid,correct label,0,0,0,0,0,0,0,0,0,0,0
no topic,energy,environmental,0,0,0,energy,0,0,0,0,0,0,0,0
"safety,environmental","climate crisis,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,military,social programs","social security,federal workers,veterans,workers","economic,military,social programs",0,correct label,0,0,0,0,0,0,correct label,0,0,correct label
military,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
economic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"senator,campaign",governance,0,0,0,0,0,"senator,campaign",0,0,0,0,0,0
no topic,"who,candidate","covid,governance",who,0,0,0,0,candidate,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social programs,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
"education,social programs","who,school","covid,education",who,0,correct label,0,0,0,0,0,0,0,0,0
"health,social programs,economic",healthcare,"health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
governance,"who,impeachment","covid,governance",who,0,0,0,0,impeachment,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,environmental","clean,clean water",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,immigration","sanctuary,borders,criminal,aliens","immigration,safety",0,0,0,0,0,0,0,correct label,0,criminal,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,candidate,governance,0,0,0,0,0,candidate,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"grassroots movement,campaign",governance,0,0,0,0,0,"campaign,grassroots movement",0,0,0,0,0,0
foreign policy,iran,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
environmental,"climate change,science,climate,congress","environmental,governance",0,0,0,"climate change,climate,science",0,congress,0,0,0,0,0,0
economic,"oil,big oil,jobs,workers","economic,environmental",0,"workers,jobs",0,"oil,big oil",0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,safety","opioids,flooding","environmental,safety",0,0,0,flooding,0,0,0,0,0,correct label,0,0
social cultural,racism,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"police,police violence",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
economic,"business,businesses",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
foreign policy,syria,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
no topic,"debate stage,debate",governance,0,0,0,0,0,"debate stage,debate",0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
governance,"protecting,barr","environmental,governance",0,0,0,protecting,0,barr,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"corrupt,corruption",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
safety,cops,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,"who,va,when i m president","covid,governance,military",who,0,0,0,0,when i m president,0,0,va,0,0,0
social cultural,latino,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"covid,health",virus,covid,correct label,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,safety,social programs,environmental","health,planet","environmental,health",0,0,0,correct label,0,0,correct label,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"who,campaign","covid,governance",who,0,0,0,0,campaign,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social programs,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
foreign policy,turkey,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
"military,safety,immigration","military,border,vets","immigration,military",0,0,0,0,0,0,0,correct label,correct label,0,0,0
no topic,when i m president,governance,0,0,0,0,0,when i m president,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,social cultural","sexual,assault","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,"iran,regime","foreign policy,military",0,0,0,0,"iran,regime",0,0,0,regime,0,0,0
"covid,health,social programs","pandemic,health care,health,obamacare,reopen","covid,health,social programs",correct label,0,0,0,0,0,correct label,0,0,0,0,correct label
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate crisis,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,candidate,governance,0,0,0,0,0,candidate,0,0,0,0,0,0
"covid,health,economic","virus,workers,businesses","covid,economic",correct label,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,military","climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,officers,safety,0,0,0,0,0,0,0,0,0,officers,0,0
no topic,"who,candidate","covid,governance",who,0,0,0,0,candidate,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health",coronavirus,covid,correct label,0,0,0,0,0,0,0,0,0,0,0
governance,"impeachment,impeach,transparency,congress",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,debate,governance,0,0,0,0,0,debate,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"labor,congress","economic,governance",0,labor,0,0,0,congress,0,0,0,0,0,0
"foreign policy,governance","foreign policy,foreign",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","sustainable,jobs,create jobs,affordable health care,affordable health,health care,health","economic,environmental,health,social programs",0,correct label,0,sustainable,0,0,correct label,0,0,0,0,correct label
"economic,environmental,social programs","poorer,planet,fossil fuel,fuel,fossil,underinsured,fuel companies","environmental,social programs",0,0,0,correct label,0,0,0,0,0,0,0,correct label
governance,criminal,safety,0,0,0,0,0,0,0,0,0,criminal,0,0
no topic,"u.s. military,military","foreign policy,military",0,0,0,0,u.s. military,0,0,0,"military,u.s. military",0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"middle class,wealthy,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
social cultural,"who,racist","covid,social cultural",who,0,0,0,0,0,0,0,0,0,racist,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
