Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
economic,"workers,wages,stagnated,middle class",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"education,health","loans,student,health,health insurance","education,health,social programs",0,0,correct label,0,0,0,correct label,0,0,0,0,"student,health insurance"
no topic,"public schools,college,school",education,0,0,"school,public schools",0,0,0,0,0,0,0,0,college
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,self funding billionaire,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
economic,middle class,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"education,governance,social cultural,social programs","debt financed education,debt,student loan,education,student debt,borrowers,racial,million americans,college,loan debt,middle class,student loan debt,student debt crisis,loans,tuition,higher education,student loan borrowers,cancel student loan debt,tuition free,college education,colleges,student","economic,education,social cultural,social programs",0,middle class,correct label,0,0,0,0,0,0,0,correct label,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"middle class,debt,school","economic,education,social programs",0,middle class,school,0,0,0,0,0,0,0,0,debt
economic,taxes,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,education","ceos,loans,debt","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,debt
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,child care,social programs,0,0,0,0,0,0,0,0,0,0,0,child care
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social cultural,social programs,economic","k 12 education,student loan,debt,hbcus,education,minority serving institutions,million americans,school,student,tax,college,loan debt,middle class,student loan debt,universal child care,child care","economic,education,social cultural,social programs",0,correct label,correct label,0,0,0,0,0,0,0,correct label,correct label
economic,"economy,stock,health","economic,health",0,"stock,economy",0,0,0,0,health,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,governance,social programs","education,public schools,school,secretary of education","education,governance",0,0,correct label,0,0,correct label,0,0,0,0,0,0
"education,governance,social programs","k 12 education,student loan,debt,secretary of education,education,universal pre k,school,million americans,pre k,student,college,loan debt,student loan debt","education,governance,social programs",0,0,correct label,0,0,correct label,0,0,0,0,0,correct label
"health,social programs","workers,medicare,health care,medicare for all,health,economy","economic,health,social programs",0,"workers,economy",0,0,0,0,correct label,0,0,0,0,correct label
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"debt,banking","economic,social programs",0,banking,0,0,0,0,0,0,0,0,0,debt
"education,social cultural,social programs,economic","student loan,debt,banking,student,economy,loan debt,middle class,student loan debt,racial","economic,education,social cultural,social programs",0,correct label,correct label,0,0,0,0,0,0,0,correct label,correct label
social cultural,"student,disabilities,economic","economic,education,social cultural,social programs",0,economic,student,0,0,0,0,0,0,0,disabilities,student
"education,social programs","student loan,debt,million americans,cancel student loan debt,student,loan debt,student loan debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,economy,economic,0,economy,0,0,0,0,0,0,0,0,0,0
"social programs,economic","public option,grant program",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,millionaires,economic,0,millionaires,0,0,0,0,0,0,0,0,0,0
"environmental,economic","fossil fuels,climate change,racial,fossil fuel,transportation,fuel,middle class,economic,emissions,climate crisis,fight climate,economy,jobs,climate,green jobs,fossil","economic,environmental,social cultural",0,correct label,0,correct label,0,0,0,0,0,0,racial,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,safety","gun dealers,nra,sensible gun,guns,comprehensive gun,gun control,filibuster,gun,the gun,gun violence","governance,safety",0,0,0,0,0,correct label,0,0,0,correct label,0,0
"social cultural,safety","guns,hate crimes,domestic violence,prosecute,gun,loophole,gun violence","governance,safety",0,0,0,0,0,prosecute,0,0,0,correct label,0,0
"economic,health,environmental","fossil fuel,drilling,fuel,climate crisis,offshore,health,natural resources,climate,fossil","economic,environmental,health",0,correct label,0,correct label,0,0,correct label,0,0,0,0,0
governance,"supreme court justice,kavanaugh,supreme court",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"environmental,economic","renewable energy,green new deal,renewable,drilling,new deal,offshore,economy,green new,climate","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
"environmental,health,economic","fossil fuel,arctic,drilling,fuel,workers,climate crisis,offshore,wind,health,economy,pensions,natural resources,climate,carbon,fossil","economic,environmental,health",0,correct label,0,correct label,0,0,correct label,0,0,0,0,0
"health,social cultural","health care,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,health care
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"gun,assault",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,incarceration,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"economic,social cultural,safety","black,violent crime","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
safety,disabilities,social cultural,0,0,0,0,0,0,0,0,0,0,disabilities,0
"education,social cultural,safety","criminal justice,prison population,education,police,incarcerated,incarceration,criminal justice system,criminal,prison,public safety","education,safety",0,0,correct label,0,0,0,0,0,0,correct label,0,0
"social cultural,safety","death penalty,capital punishment,color,people of color","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
"social cultural,safety","black,police,people of color,officers,police officers,public safety,color","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
economic,"economy,college,economic",economic,0,correct label,0,0,0,0,0,0,0,0,0,college
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"ceos,economic",economic,0,"economic,ceos",0,0,0,0,0,0,0,0,0,0
"education,social cultural,social programs,economic","student loan,debt,hbcus,student,tax,economy,loan debt,student loan debt,universal child care,child care,wealth","economic,education,social cultural,social programs",0,correct label,correct label,0,0,0,0,0,0,0,correct label,correct label
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,economic","supreme court,enriching corporations",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"economic,immigration,social cultural","economic,immigration","economic,immigration",0,correct label,0,0,0,0,0,correct label,0,0,0,0
"education,health,social programs","universal health,health care,universal pre k,pre k,health,universal health care","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","black,economy,color,wages","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
"social cultural,economic","black,subprime mortgages,subsidies,discrimination,wealth,mortgages","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
"economic,environmental","fossil fuel,fossil fuels,fuel,climate crisis,banks,economy,climate,fossil","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
"health,social cultural,environmental","racism,criminal,discrimination,polluters","environmental,safety,social cultural",0,0,0,correct label,0,0,0,0,0,criminal,correct label,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,taxes,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,health,social programs","middle class,medicare,medicare for all,taxes","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"campaign finance,campaign finance reform",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"workers,new deal","economic,environmental",0,workers,0,new deal,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs","student loan,debt,education,student debt,graduation,school,million americans,college,loan debt,student loan debt,student debt crisis,free tuition,loans,tuition,higher education,college education,k 12 education,per student,colleges,student,public college","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
"education,social programs","loans,student loan,debt,student debt,student,loan debt,student loan debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
economic,"wealth tax,tax,wealth",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,taxes,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs,economic","free college,wealth tax,universal pre k,pre k,tax,college,wealth","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
"education,social cultural,social programs,economic","hbcus,student loan,debt,pre k,cancel student loan debt,student,loan debt,student loan debt,universal child care,child care,public schools","education,social cultural,social programs",0,0,correct label,0,0,0,0,0,0,0,correct label,correct label
"education,social programs,economic","free college,black,student loan,debt,tuition,pre kindergarten,cancel student loan debt,colleges,student,tax,college,tuition free,loan debt,student loan debt,universal child care,child care","economic,education,social cultural,social programs",0,correct label,correct label,0,0,0,0,0,0,0,black,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","loans,black,african americans,african,discrimination","education,social cultural",0,0,loans,0,0,0,0,0,0,0,correct label,0
"social cultural,safety","extremist,guns,hate crimes,police,officers,immigration,gun,gun violence","immigration,safety,social cultural",0,0,0,0,0,0,0,immigration,0,correct label,correct label,0
economic,"discrimination,economy","economic,social cultural",0,economy,0,0,0,0,0,0,0,0,discrimination,0
economic,discrimination,social cultural,0,0,0,0,0,0,0,0,0,0,discrimination,0
no topic,stock,economic,0,stock,0,0,0,0,0,0,0,0,0,0
environmental,"green new,new deal,green new deal",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,health,social programs","improve health,medicare,enroll,health care,care costs,drugs,insulin,medicare for all,health,big pharma,health care costs","health,safety,social programs",0,0,0,0,0,0,correct label,0,0,drugs,0,correct label
military,"service members,troops",military,0,0,0,0,0,0,0,0,correct label,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,health,social programs","middle class,medicare,medicare for all,taxes","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
"economic,health,social programs","care plan,medicare,health care,care costs,taxes,medicare for all,health,tax,middle class,health care costs","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
"governance,foreign policy","constitutional duty,impeachment,mueller report,impeach the president,foreign,us elections,impeach","foreign policy,governance",0,0,0,0,correct label,correct label,0,0,0,0,0,0
"economic,environmental","clean renewable,climate change,green new deal,manufacturing,renewable,new deal,climate crisis,emissions,economic,green new,jobs,climate,floods","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
"health,social cultural","black,abortion,reproductive care,health care,systemic,economic,reproductive health,health","economic,health,social cultural,social programs",0,economic,0,0,0,0,correct label,0,0,0,correct label,health care
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,environmental,social programs","student loan,debt,climate change,climate,student,loan debt,student loan debt,universal child care,child care","education,environmental,social programs",0,0,correct label,correct label,0,0,0,0,0,0,0,correct label
"economic,education,social cultural,social programs","k 12 education,public education,education system,secretary of education,education,school,teachers,public schools,discrimination,tax,school climate,climate,color","economic,education,environmental,governance,social cultural,social programs",0,correct label,correct label,climate,0,secretary of education,0,0,0,0,correct label,correct label
"economic,education,social programs","public education,education,special education,school,millionaires,tax,school infrastructure,public schools","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
"education,governance,immigration,social programs,social cultural","federal education,public education,disabilities,education,immigrant students,lgbtq students,constitution,discrimination,english language learners,strengthening title vi,civil rights act,public schools","education,governance,social cultural,social programs",0,0,correct label,0,0,correct label,0,0,0,0,correct label,correct label
"education,social programs","student,public schools,charter schools","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
"economic,education,governance,social programs","k 12 education,public education,secretary of education,education,school,teachers","education,governance",0,0,correct label,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,immigration","citizenship question,racist,citizenship,census,immigrants,2020 census","governance,immigration,social cultural",0,0,0,0,0,correct label,0,correct label,0,0,racist,0
"economic,safety,social cultural,immigration","immigration law,deportation,hate crimes,migration,immigration,detention,criminal,public safety","immigration,safety",0,0,0,0,0,0,0,correct label,0,correct label,0,0
"safety,social cultural,immigration","refugees,cages,refugee,sexual orientation,racism,asylum seekers,asylum,climate","environmental,immigration,social cultural",0,0,0,climate,0,0,0,correct label,0,0,correct label,0
safety,gun,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"health,social cultural","wade,abortion,roe,abortions,roe v wade","governance,health,social cultural",0,0,0,0,0,roe,correct label,0,0,0,correct label,0
governance,"legalized bribery,banning lobbyists",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
governance,citizens united,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
governance,tax,economic,0,tax,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,gay,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
social cultural,religious freedom,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
social cultural,transgender,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"health,safety,social cultural",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,education,governance,health,social programs,social cultural","sex,same sex,education,health care,sexual orientation,student,discrimination,health,filibuster,transgender","education,governance,health,social cultural,social programs",0,0,correct label,0,0,correct label,correct label,0,0,0,correct label,correct label
"education,health,safety,social programs,social cultural","gay,school,sexual orientation,lgbtq students,discrimination,lesbian,suicide,welfare,adoption agencies,transgender","education,health,safety,social cultural,social programs",0,0,correct label,0,0,0,correct label,0,0,correct label,correct label,correct label
"social cultural,governance","kavanaugh,workers,sexual orientation,discrimination,supreme court,justices","economic,governance,social cultural",0,workers,0,0,0,correct label,0,0,0,0,correct label,0
"health,safety,social programs,social cultural","aids,health crisis,health,color,hiv","health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
"economic,environmental","renewable energy,climate change,renewable,manufacturing,workers,middle class,climate crisis,economy,jobs,climate","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
"economic,environmental","climate change,green new deal,new deal,subsidies,climate crisis,tax,green new,climate","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
"health,social programs","medicare,health care,health,medicare for all","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"economic,education,health,social cultural,environmental","climate change,affordable housing,green new deal,workers,health care,new deal,discrimination,health,green new,racism,economy,jobs,climate","economic,environmental,health,social cultural,social programs",0,correct label,0,correct label,0,0,correct label,0,0,0,correct label,"affordable housing,health care"
"governance,economic",stocks,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"safety,governance","kavanaugh,assault,supreme court,federal judges,court justices,loophole,justices","governance,safety",0,0,0,0,0,correct label,0,0,0,correct label,0,0
"education,social cultural,social programs,economic","hbcus,debt,tuition,student debt,school,public college,student,millionaires,tax,college,tuition free,universal child care,child care","economic,education,social cultural,social programs",0,correct label,correct label,0,0,0,0,0,0,0,correct label,correct label
"health,social programs,economic","middle class,medicare,medicare for all","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"ceos,supreme court","economic,governance",0,ceos,0,0,0,supreme court,0,0,0,0,0,0
"governance,foreign policy","campaign finance,foreign,campaign finance law","foreign policy,governance",0,0,0,0,correct label,correct label,0,0,0,0,0,0
governance,"citizens united,supreme court,constitutional amendment",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social cultural",small business,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,green new deal,new deal,climate crisis,green new,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,social cultural",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health care,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"fracking,fuel,fossil fuel,fossil",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"small business,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"social programs,economic","jobs,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"health,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"teachers,immigrants","education,immigration",0,0,teachers,0,0,0,0,immigrants,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,environmental","climate change,climate,health","environmental,health",0,0,0,correct label,0,0,correct label,0,0,0,0,0
economic,"jobs,economy,million jobs,economic",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"education,social programs","loans,education,community college,school,pre k,student,college","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social cultural,social programs","hbcus,debt,minority serving institutions,college,college debt","education,social cultural,social programs",0,0,correct label,0,0,0,0,0,0,0,correct label,correct label
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"education,economic","teachers,teacher pay","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
"education,social programs","teachers,school",education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health care,affordable care act,preexisting conditions,health,affordable care,aca,preexisting,obamacare","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"immigration,environmental","climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"education,safety","the nra,nra,school","education,safety",0,0,correct label,0,0,0,0,0,0,correct label,0,0
safety,"officers,police,enforcement officers",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"social programs,economic",social security,social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"military,social programs,economic","giving tax breaks,affordable housing,tax","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
"health,social programs","care plan,universal health,medicare,health care,medicare for all,health,universal health care,private market","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"immigration,governance","citizenship question,citizenship,census","governance,immigration",0,0,0,0,0,correct label,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,service members,military,0,0,0,0,0,0,0,0,correct label,0,0,0
"education,environmental,military,social programs,economic","endless war,education,clean air,tax,child care","economic,education,environmental,foreign policy,social programs",0,correct label,correct label,correct label,endless war,0,0,0,0,0,0,correct label
economic,"middle class,tax,deduction,taxes",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,college,no topic,0,0,0,0,0,0,0,0,0,0,0,college
"social cultural,safety","black,tamir rice,police,tamir","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,military",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,economic","education,school",education,0,0,correct label,0,0,0,0,0,0,0,0,0
foreign policy,racist,social cultural,0,0,0,0,0,0,0,0,0,0,racist,0
"education,economic",living wage,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,social programs,economic","climate change,climate,economic","economic,environmental",0,correct label,0,"climate,climate change",0,0,0,0,0,0,0,0
"economic,safety",bail,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
immigration,"border crisis,border",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,safety","criminal justice,drugs,banks,foreclosure,criminal justice system,recession,middle class,criminal,assault","economic,safety",0,correct label,0,0,0,0,0,0,0,correct label,0,0
"economic,social cultural",economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,climate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","african americans,african,marijuana","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
"education,social programs","school,school choice","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,foreign policy","innocent civilians,radical islamic,christians,religious freedom","foreign policy,social cultural",0,0,0,0,correct label,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","medicare,tax,social security,banks","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,green new deal,new deal,green new,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social programs,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,debt,social programs,0,0,0,0,0,0,0,0,0,0,0,debt
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,american leadership,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
"safety,economic","workers,living wage,nra,the nra","economic,safety",0,correct label,0,0,0,0,0,0,0,correct label,0,0
environmental,"climate change,climate,defeat climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","medicare,health care,going bankrupt,medicare for all,health,jobs","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
no topic,barr,governance,0,0,0,0,0,barr,0,0,0,0,0,0
environmental,"climate change,climate,climatechange",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"governance,health,military,social cultural,safety","ptsd,color,people of color,medical marijuana,incarcerate,privileged,marijuana","military,safety,social cultural",0,0,0,0,0,0,0,0,correct label,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
safety,"crime rate,officers,safest cities",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
governance,mueller report,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,military",healthcare,health,0,0,0,0,0,0,correct label,0,0,0,0,0
"health,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,college,no topic,0,0,0,0,0,0,0,0,0,0,0,college
"immigration,safety,economic","living wage,gun control,gun","economic,safety",0,correct label,0,0,0,0,0,0,0,correct label,0,0
economic,"workers,tax,wages",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,college,no topic,0,0,0,0,0,0,0,0,0,0,0,college
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs,economic","teachers,broken system","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
