text,label,economic,environment,foreign policy,governance,immigration,military,safety,social programs,social and cultural
health care party working fixes broken,social programs,0,0,0,0,0,0,0,1,0
american manufacturing crisis workers taking fall gop policy scams trump empty promises leadership cowardice american workers won quit restore certainty dignity deserve,economic,1,0,0,0,0,0,0,0,0
taking uphill fights combating climate change medicare stopping gun violence isn abstract making country leave generation safe fair worth fight," safety, social programs,environment",0,1,0,0,0,0,1,1,0
50th birthday days inviting celebrate committing 50 minutes community service friends saturday sign host event find hope join,no topic,0,0,0,0,0,0,0,0,0
mother father sit teenage son stopped arrested potentially shot color skin," social and cultural,safety",0,0,0,0,0,0,1,0,1
children raised groups people families teachers fail pay teachers president make largest federal investment teacher pay history give average teacher 13 500 raise,economic,1,0,0,0,0,0,0,0,0
denying dark money fueling elections manipulating election process justice dark money politics,governance,0,0,0,1,0,0,0,0,0
learn john stands issues leave thoughts,no topic,0,0,0,0,0,0,0,0,0
guy works american people hired play interference president,no topic,0,0,0,0,0,0,0,0,0
,no topic,0,0,0,0,0,0,0,0,0
build clean energy future inclusive sustainable,environment,0,1,0,0,0,0,0,0,0
joining union grandfather wages benefits break family poverty enter middle class today celebrate laborday knowing wouldn weren organize continue fight workers rights,economic,1,0,0,0,0,0,0,0,0
stopped stonewall inn york city celebrate pride month world pride movement began 50 years ago hard won progress celebrate things fight stand abuses power ensure treated dignity fight full equality,social and cultural,0,0,0,0,0,0,0,0,1
aloha celebrating nowruz wishing prosperous year filled love happiness peace health nowruz pirooz,no topic,0,0,0,0,0,0,0,0,0
reason president trump popular important midwestern battleground states pennsylvania voters don lose ongoing economic renaissance transforming lives,economic,1,0,0,0,0,0,0,0,0
grew ragged edge middle class daddy ended janitor mother worked phones sears didn money millions families today fight make government economy work working people,economic,1,0,0,0,0,0,0,0,0
lot smile yesterday jim lo scalzo,no topic,0,0,0,0,0,0,0,0,0
flintwatercrisis began 5 years ago haven fixed problem rest citizens flint fully trust water supply people failed held account year pass finally fix,safety,0,0,0,0,0,0,1,0,0
make clear militaryappreciationmonth serve country deserve safe affordable place live families plan improve military housing protect families abuse hold private developers accountable,military,0,0,0,0,0,1,0,0,0
dnc rules order debates 65 000 unique contributors 20 states give dollars order campaign compete spread word,governance,0,0,0,1,0,0,0,0,0
jeremaid favorite tunes jam chuted waiting ready prior jumping aircraft tune,no topic,0,0,0,0,0,0,0,0,0
president today pathological liar cheap political reasons divide campaign loudly underlying principles government greed hatred lies racism sexism xenophobia homophobia religious bigotry end principles government based justice economic justice social justice racial justice environment justice," economic, environment,social and cultural",1,1,0,0,0,0,0,0,1
democrats support funding border security ve changed minds politics,immigration,0,0,0,0,1,0,0,0,0
trump pardon possibilities,no topic,0,0,0,0,0,0,0,0,0
happy nationalpetday missed guy washington,no topic,0,0,0,0,0,0,0,0,0
,no topic,0,0,0,0,0,0,0,0,0
republican senator join block president sham national emergency spread word call senators 202 224 3121,governance,0,0,0,1,0,0,0,0,0
supporters campaign donation contribution future financial security math works,no topic,0,0,0,0,0,0,0,0,0
ll road week hear mind question tag askjkd ll facebook live responding twitter instagram,no topic,0,0,0,0,0,0,0,0,0
today great honor nato secretary general jens stoltenberg white house,no topic,0,0,0,0,0,0,0,0,0
choose candidate don scared people vote candidate don,no topic,0,0,0,0,0,0,0,0,0
shameful political party made core missions suppress vote fellow americans undermine fabric democracy campaign creating vibrant democracy highest voter turnout major country ending voter suppression overturning citizens united combatting gerrymandering country,governance,0,0,0,1,0,0,0,0,0
socialism radical failing ideology democrat party totally embracing,economic,1,0,0,0,0,0,0,0,0
sign law voting rights act end gerrymandering big money politics automatic day voter registration stop racist voter id laws ensure cast vote voice heard fully participate democracy," social and cultural,governance",0,0,0,1,0,0,0,0,1
progressive stage pragmatic track record big stuff,no topic,0,0,0,0,0,0,0,0,0
long overdue move colleagues house common sense support strengthening universal background checks forward voting favor bill senate wait longer act,safety,0,0,0,0,0,0,1,0,0
special counsel finds collusion,no topic,0,0,0,0,0,0,0,0,0
country pharmaceutical companies charge price reason greed prescription drug industry literally killing americans stop promise american people white house cut prescription drugs country half,economic,1,0,0,0,0,0,0,0,0
photos night event weld2020,no topic,0,0,0,0,0,0,0,0,0
half weeks make break working families thousands federal employees families dipping savings putting bills donald trump end shameful trump shutdown," governance,economic",1,0,0,1,0,0,0,0,0
cost gun violence end epidemic gabby giffords giffords refuse accept fate gun violence human created problem humans end,safety,0,0,0,0,0,0,1,0,0
sexy 2020 candidates support 15 hr agree minimum wage increased won find decent housing america mayor city passed livingwage earn wage meet basic buff ly 2vqewqz,economic,1,0,0,0,0,0,0,0,0
,no topic,0,0,0,0,0,0,0,0,0
atlanta beto rourke held town hall talked voter suppression rourke talked economic inequality voting election school board president important," economic,governance",1,0,0,1,0,0,0,0,0
forward debate democratic presidential primary wednesday june 26 nbc opportunity discuss plans big structural change country dream big fight hard win,no topic,0,0,0,0,0,0,0,0,0
impeach held town hall representative elijah cummings district constituents leader holding lawless criminal president accountable,governance,0,0,0,1,0,0,0,0,0
ve meet caucusgoers iowa kinds venues coffee shops farms living rooms gay bars state fair tough beat,no topic,0,0,0,0,0,0,0,0,0
years pulse honor 49 lives senselessly actions commitment ending violence lgbtq americans commitment fighting discrimination commitment securing full equality," safety,social and cultural",0,0,0,0,0,0,1,0,1
president trump bogged tariff fight china battle american businesses farmers workers largely losing address fundamentals economic geopolitical threat china poses delaney china made incredible investments technology infrastructure clear plan expand global influence haven played rules response ve abandoned region pulling trans pacific partnership disastrous move democrats supported started counterproductive trade war fighting trade war hurts country economically asia make china plays rules intellectual property pay attention major security threats taking place nose american people proactive response metro board white house," economic,foreign policy",1,0,1,0,0,0,0,0,0
sat full frontal samantha bee talk investment nation teachers thing paying teachers agree,economic,1,0,0,0,0,0,0,0,0
story wouldn strong women passed baton mother rosie castro citizen participate democratic process wrong change,no topic,0,0,0,0,0,0,0,0,0
donald trump economic conservative,no topic,0,0,0,0,0,0,0,0,0
piece campaign nightline night spread,no topic,0,0,0,0,0,0,0,0,0
absurd live nation convicted stalking girlfriend buy gun terrorist fly list gun show buy trunk load full weapons change gun laws,safety,0,0,0,0,0,0,1,0,0
climatetownhall,environment,0,1,0,0,0,0,0,0,0
husband john john delaney candidate stand donald trump bring country things washington john delaney policies improve people lives passed intend caucus encourage fellow democrats policies hear speak joan amos lucas county democratic party caucus chair,no topic,0,0,0,0,0,0,0,0,0
ve damage climate change inflicted people nationwide affront hold dear time start treating leading existential threat,environment,0,1,0,0,0,0,0,0,0
,no topic,0,0,0,0,0,0,0,0,0
600 000 people signed join campaign started donald trump powerful special interests country unprecedented grassroots movement add reach goal 1 million supporters,no topic,0,0,0,0,0,0,0,0,0
rich powerful run washington benefit wrote making killing economy ve rigged don pay taxes accumulated wealth system rigged top structural change proposing brand annual tax wealth richest americans calling ultra millionaire tax applies tippy top 0 1 net worth 50m make ultra rich pay fair share generate 3 trillion ten years lot rich powerful people won don work sign petition agree time tax wealth top 0 1,economic,1,0,0,0,0,0,0,0,0
stand thousands rallying country make urgently fight radical attacks women unconstitutional efforts stop making decisions body protect roe wade stop bans," governance,social and cultural",0,0,0,1,0,0,0,0,1
forward evening town hall event center las vegas info,no topic,0,0,0,0,0,0,0,0,0
calling universal free college cancellation student loan debt 95 americans kind big structural change make kids opportunity country,social programs,0,0,0,0,0,0,0,1,0
climate change threat humanity exists today bold action late plan president,environment,0,1,0,0,0,0,0,0,0
strong economy created american wages higher national 15 minimum wage democrats calling,economic,1,0,0,0,0,0,0,0,0
week ago today thousands people joined denver support end crisis division enjoy great music energy incredible started folks giddy,no topic,0,0,0,0,0,0,0,0,0
impressive group coming white mountain cafe bookstore gorham informative conversations ve discussion unique challenges faced rural communities including lack access broadband capital jobs health care mental health care services veterans address concerns listening partnering lead living rural america," military, social programs,economic",1,0,0,0,0,1,0,1,0
iowa day 1 join,no topic,0,0,0,0,0,0,0,0,0
climate changing rapidly headed catastrophe making global emergency act,environment,0,1,0,0,0,0,0,0,0
excited open council bluffs office today iacaucus iapolitics,no topic,0,0,0,0,0,0,0,0,0
small business fighting stay float candidates debates give hope spoke small business owner feel pain invest small businesses,economic,1,0,0,0,0,0,0,0,0
democrats private health insurance proposals totally unrealistic great republican healthcare,social programs,0,0,0,0,0,0,0,1,0
rourke year commencement speaker made remarks minutes receiving honorary degree michael sorrell president southern dallas school el paso congressman expressed concerns issues climate change voter disenfranchisement pay disparity environment justice higher education livable minimum wage today college students playing vital role fighting future," economic, governance,environment",1,1,0,1,0,0,0,0,0
glad talking nyu march 6,no topic,0,0,0,0,0,0,0,0,0
breaking ve received incredible 10 000 donations demdebate night momentum couldn proud supporters mission part ourmoment 130 000 donors,no topic,0,0,0,0,0,0,0,0,0
event waterloo rsvp join tomorrow independence marshalltown,no topic,0,0,0,0,0,0,0,0,0
nation lost sight important component immigration system people proud unveil peoplefirst immigration policy create compassionate immigration system,immigration,0,0,0,0,1,0,0,0,0
colorado long acting reversible contraception program access women national repeal hyde amendment protect roe wade womensrightsarehumanrights," governance,social and cultural",0,0,0,1,0,0,0,0,1
true american hero fought till end rest peace lou service bravery heart loved,no topic,0,0,0,0,0,0,0,0,0
nra obstructs progress gun safety order enrich shareholders gun manufacturers excuse republican leadership donald trump put american lives risk afraid stand bloody organization,safety,0,0,0,0,0,0,1,0,0
end day inslee plans offer sharp clear vision combatting climate change protecting citizens climatemission,environment,0,1,0,0,0,0,0,0,0
kicked visit south carolina town hall rock hill history community perseverance friendship guide continued fight equality civil rights justice,social and cultural,0,0,0,0,0,0,0,0,1
great time hosting jorge ramos city,no topic,0,0,0,0,0,0,0,0,0
clear evidence mueller report points obstruction justice step constitutional responsibility start impeachment process house hold president accountable,governance,0,0,0,1,0,0,0,0,0
universal child care plan win win win great parents great kids great economy," economic,social programs",1,0,0,0,0,0,0,1,0
mr president immigration isn problem white nationalism problem america inaction gun safety legislation problem time put politics pass universal background checks assault weapons ban lives depend," safety,immigration",0,0,0,0,1,0,1,0,0
veto resolution congress strong borders,immigration,0,0,0,0,1,0,0,0,0
,no topic,0,0,0,0,0,0,0,0,0
patriotic action attorney general release entire mueller report american people paid moment requires transparency,governance,0,0,0,1,0,0,0,0,0
show campaign 50 states talk start things jobs opportunity health care improve people lives," social programs,economic",1,0,0,0,0,0,0,1,0
richest nation history world wealthy connected rig system benefit ultra millionaire tax wealthiest 0 1 americans level playing field,economic,1,0,0,0,0,0,0,0,0
change decision making table change,no topic,0,0,0,0,0,0,0,0,0
wonderful speak reverend jesse jackson sr vision future country big structural change order make reality,no topic,0,0,0,0,0,0,0,0,0
conflict interest mueller investigation president trump interest obstructing justice robert mueller interest pursuing justice attorney general barr chosen side president,governance,0,0,0,1,0,0,0,0,0
department children youth families,no topic,0,0,0,0,0,0,0,0,0
ve passed point 800 000 federal workers missed full paycheck federal workers families living paycheck paycheck forced make difficult decisions paying rent buying food necessities president hasn wasteful ineffective border wall republican leadership end shutdown mcconnell bring senate floor vote bipartisan legislation house passed reopen government senate voted unanimously pass legislation december avoided shutdown legislation pass veto proof majority senate finally reopen government end shameful chapter administration history," governance, immigration,economic",1,0,0,1,1,0,0,0,0
role model inspiration public service mom rosie castro donate bit ly rosiecastro,no topic,0,0,0,0,0,0,0,0,0
planned parenthood health care millions women ohio country decision attack women reproductive rights won back,social and cultural,0,0,0,0,0,0,0,0,1
nicest things person open home ve honor welcomed kurt paula meyer home times time invited friends questions kick tires campaign muddy tires rural mitchell county great iowa campaign chairs room,no topic,0,0,0,0,0,0,0,0,0
nation goal ultimately transition fossil fuels 100 percent renewable energy create millions good paying jobs process effort balance carbon emissions produced campaign travel activities events partnering nativeenergy vermont based leader emissions reduction project investments support renewable energy projects invest carbon reduction projects," economic,environment",1,1,0,0,0,0,0,0,0
iowa democratic party great hall fame event,no topic,0,0,0,0,0,0,0,0,0
medical bills main reason americans bankrupt united states change middle medical emergency pay medical bill thing mind medicare plan won surprise medical bill weeks," social programs,economic",1,0,0,0,0,0,0,1,0
payless closes 2 100 stores laying 16 000 workers working retail common job,economic,1,0,0,0,0,0,0,0,0
attempts end roe wade won end abortion safe legal abortions read carla harrowing story abortion roe fight ensure won back dark dangerous days," social and cultural,governance",0,0,0,1,0,0,0,0,1
democratic socialism term limits big pharma forever wars gun reform immigration abd kobbyists," foreign policy, immigration, safety,economic",1,0,1,0,1,0,1,0,0
rt thehill end shutdown doesn end economic uncertainty caused thehillopinion," economic,governance",1,0,0,1,0,0,0,0,0
trump incompetence threatening economy time president country,economic,1,0,0,0,0,0,0,0,0
border wall quickly pay cost illegal drugs exceeds 500 billion dollars year vastly 5 7 billion dollars requested congress," safety,immigration",0,0,0,0,1,0,1,0,0
,no topic,0,0,0,0,0,0,0,0,0
country founded racism persisted racism racist today don accept phrase word distinction 10 times wealth white america today black america 2 3 million people bars largest prison population planet bar disproportionately comprised people color people races illegal drugs roughly rate kindergarten classroom year child color times disciplined suspended expelled white child front teacher infraction maternal mortality crisis country 3x deadly women color disparities infant mortality white americans black americans greater today 2019 year 1850 15 years abolition slavery racism foundational literally kidnapping people west africa bringing build greatness country backs denying descendants meaningful opportunity enjoy wealth created long flown surface administration president racism invited open years rise hate crimes single counties hosted trump rally 2016 average 200 increase hate crimes president promised ban muslims people religion shores country comprised people world walk life tradition faith day signed executive order attempting ban muslim travel mosque victoria texas burned ground make moment defining moment truth moment peril president great democracy government people people government responsibility respond single connect dots ve connected understand consequences cost president absolutely change video cbs 11 thv11 kthv rock," safety,social and cultural",0,0,0,0,0,0,1,0,1
didn share single chip,no topic,0,0,0,0,0,0,0,0,0
federal workers shutdown haunt rest life opening multiple credit cards dipping retirement funds pay bills president mcconnell end," economic,governance",1,0,0,1,0,0,0,0,0
limited access medical care closing single hospital cripple town endanger lives stories prime examples reform rural healthcare,social programs,0,0,0,0,0,0,0,1,0
full transparency release mueller report,governance,0,0,0,1,0,0,0,0,0
drive ru paul 2013,no topic,0,0,0,0,0,0,0,0,0
elections matter time organize folks ballot make registered vote make plan polls,governance,0,0,0,1,0,0,0,0,0
www hickenlooper issues,no topic,0,0,0,0,0,0,0,0,0
proof amazon power tech monopolies hurt small businesses innovation consumers,economic,1,0,0,0,0,0,0,0,0
week traveling iowa visiting cities small towns communities including places presidential candidate visited excited hear learn issues important lives visit events tab page rsvp bit ly jcfbevents,no topic,0,0,0,0,0,0,0,0,0
ignore laugh fight win,no topic,0,0,0,0,0,0,0,0,0
administration achieved energy dominance america radical 2020 democrats continue run eliminating fossil fuel sector jobs happen," economic,environment",1,1,0,0,0,0,0,0,0
years fighting block oil drilling backyard action florida department environment protection step 2015 ve opposing oil industry attempt drill everglades back,environment,0,1,0,0,0,0,0,0,0
insulin overpriced killing americans 1997 2017 big pharma increased price insulin 1 000 people dying afford insulin peoplebeforeprofits,economic,1,0,0,0,0,0,0,0,0
jared kushner fifteen lessons learned criminal justice reform,safety,0,0,0,0,0,0,1,0,0
gov weld bloomberg 12 40 eastern weld2020,no topic,0,0,0,0,0,0,0,0,0
walk room full excited americans agree access healthcare living wage journey pay www wayneforusa," economic,social programs",1,0,0,0,0,0,0,1,0
plan overcomes generation inaction ensure finally advance vision immigration fully reflects country values empowers individual contribute shared greatness country read,immigration,0,0,0,0,1,0,0,0,0
celebrate 50th birthday committing 50 minutes community service friends neighbors saturday called 50 50 sign organize event hope join,no topic,0,0,0,0,0,0,0,0,0
good read ubi,social programs,0,0,0,0,0,0,0,1,0
young women grow knowing work worth time make equal pay reality americans,economic,1,0,0,0,0,0,0,0,0
spending 80 billion year jails incarceration invest jobs education people," economic, social programs,safety",1,0,0,0,0,0,1,1,0
trump fine people sides neo nazis marched streets charlottesville stoking kind racist violence el paso defeat donald trump work disarm hate,social and cultural,0,0,0,0,0,0,0,0,1
big attacks republicans conservatives social media good,no topic,0,0,0,0,0,0,0,0,0
minutes morning catch week nowthis news town hall filmed live living room atlanta talked voting rights act woman safe legal abortion," social and cultural,governance",0,0,0,1,0,0,0,0,1
student america debt pursue higher education achieve american dream,social programs,0,0,0,0,0,0,0,1,0
corporate interests win politicians jon kyl bounce government big business lobbying firms anti corruption act bans lobbying members congress year rest lives,governance,0,0,0,1,0,0,0,0,0
true gun epidemic country addressing arming teachers focusing expanding background checks gun show loophole called straw man provision banning sale distribution assault weapons,safety,0,0,0,0,0,0,1,0,0
government cares increasing profitability multinational corporations american families grassroots campaign returning power people,economic,1,0,0,0,0,0,0,0,0
america made veterans promise time honored,military,0,0,0,0,0,1,0,0,0
country people surrendering despair cynicism ability solve problems running president unite common purpose change,no topic,0,0,0,0,0,0,0,0,0
callous administration understand families struggling government shutdown,governance,0,0,0,1,0,0,0,0,0
systemic inequalities police discrimination black community legacies slavery equal opportunity means equal access capital equal treatment criminal justice system blackhistorymonth," safety,social and cultural",0,0,0,0,0,0,1,0,1
moments life realize make difference people lives,no topic,0,0,0,0,0,0,0,0,0
tomorrow big night join watch party area,no topic,0,0,0,0,0,0,0,0,0
trade essential global economy essential national security donald trump reckless tariffs threatening country front,economic,1,0,0,0,0,0,0,0,0
today join nation celebrating juneteenth commemorating day 1865 african americans free official abolition slavery,social and cultural,0,0,0,0,0,0,0,0,1
join tonight manchester hampshire 7 00 eastern america great,no topic,0,0,0,0,0,0,0,0,0
haha yanggang funny,no topic,0,0,0,0,0,0,0,0,0
deal trump simple stand strong face aggression call lies,no topic,0,0,0,0,0,0,0,0,0
live thom hartmann program shortly thp biggest progressive radio show country discussing changing tides america candidacy president 2020,no topic,0,0,0,0,0,0,0,0,0
,no topic,0,0,0,0,0,0,0,0,0
great conversation van jones catch tonight cnn,no topic,0,0,0,0,0,0,0,0,0
trump administration failure properly vet staff security clearances incompetence white house family owned business nepotism form corruption place west wing white house jared kushner continued access classified information objections intelligence community shows trump administration place priority national security happy congressman cummings breach protocol forward congressional investigations matter,governance,0,0,0,1,0,0,0,0,0
angela romantic valentine day passion love relationships enjoyed fullest today everyday,no topic,0,0,0,0,0,0,0,0,0
glad hear leaders storm lake iowa weekend government partner working people fight people lined street talk immigration reform student loan debt mental health services powerfully important ways level playing field storm lake residents," social programs,immigration",0,0,0,0,1,0,0,1,0
fewer people voting rich people contributing huge amounts money kind democracy republicans florida country pushing calling democracy firmly establish vote inalienable american citizens 18 years older period,governance,0,0,0,1,0,0,0,0,0
achieve guaranteed high quality universal healthcare doctor afford prescriptions denied care priced left,social programs,0,0,0,0,0,0,0,1,0
mr trump committed crimes declaring national emergency admitted isn seize money congress denied start impeachment proceedings,governance,0,0,0,1,0,0,0,0,0
thoughts trump immigration plan inauguration donald trump administration continually vilified immigrants political purposes immigration plan sabotage nation principles beat donald trump 2020 clear democratic nominee real alternative trump anti immigrant rhetoric plan democrat running president articulated april put forward people immigration plan show americans alternative trump cruelty treats seek refuge violence turmoil compassion addresses root migration protects borders bit ly peoplefirstimmigration president working solutions sowing chaos political gain democrats immigration winning issue issue demonstrates cruelty incompetence administration immigration january 20 2021 opportunity president lead immigration system benefits america support ideas give life support campaign bit ly jcforthefuture,immigration,0,0,0,0,1,0,0,0,0
numbers border apprehensions crisis democrats fix,immigration,0,0,0,0,1,0,0,0,0
deadliest mass shootings thing common assault weapons past time weapons war streets ve banned ll ban white house,safety,0,0,0,0,0,0,1,0,0
existing laws weak effectively limit undue influence giant military contractors department defense change rules,military,0,0,0,0,0,1,0,0,0
horrifying access safe legal abortion constitutional crime relentless attacks women rights extremist politicians stopped,social and cultural,0,0,0,0,0,0,0,0,1
clear aca law land republicans close throwing obamacare 20 million americans lose coverage pre existing conditions longer covered premiums rise,social programs,0,0,0,0,0,0,0,1,0
outrageous 30 states average teacher paid living wage family speaking truth demanding action solve crisis pay teachers deserve,economic,1,0,0,0,0,0,0,0,0
,no topic,0,0,0,0,0,0,0,0,0
blackwater guys reckless erik prince horrible human pure hatred racism operated laws jeopardized american troop combat pointed weapons multiple occasions passing fear front start firing people things reason stir hornets nest drive," foreign policy, military,social and cultural",0,0,1,0,0,1,0,0,1
lyn schollet ed nhcadsv introduces govbillweld round table victims sexual domestic violence calling passionate advocate nhpolitics fitn weld2020,safety,0,0,0,0,0,0,1,0,0
entire campaign addressing problems night 3am agenda bold actions put money pocket access health care family safe gun violence watch ad," safety, social programs,economic",1,0,0,0,0,0,1,1,0
disagree feel working democrats republicans make great secure deal happen,no topic,0,0,0,0,0,0,0,0,0
2 days debate forward sharing vision country hope ll tune bring friends neighbors hosting watch party,no topic,0,0,0,0,0,0,0,0,0
puerto rico shows clear federal government works wall street poorly works fight back treat puerto rico respect,economic,1,0,0,0,0,0,0,0,0
assault weapons don belong communities period president ll ban military style weapons institute buyback program streets,safety,0,0,0,0,0,0,1,0,0
american workers farmers entrepreneurs hurt president trump trade war hard truth trade fight china trump isn blame left undermined president obama involvement trans pacific partnership blame enabling trumponomics walk markets huge leverage point set terms region tpp playing catchup lesson put politics facts country suffers,economic,1,0,0,0,0,0,0,0,0
trump republicans congress gave gm hundreds millions dollars form corporate tax cuts year money trickle time corporations workers labor produced billions dollars revenue companies workers tossed white house end fraud greed ensuring corporations pay fair share taxes invest profits back workers,economic,1,0,0,0,0,0,0,0,0
proud massachusetts state make marriage equality law land deeply grateful time march boston pride parade person year fighting alongside today day,social and cultural,0,0,0,0,0,0,0,0,1
driving dad pickup truck iowa wanted answer questions submitted hashtag askjkd,no topic,0,0,0,0,0,0,0,0,0
republican lawmakers georgia tennessee pushing extreme restrictions women reproductive freedom ensure women politicians make choices bodies fights important give,social and cultural,0,0,0,0,0,0,0,0,1
outrageous prison officials held accountable leaving ms jackson medical assistance hours gave birth," social and cultural,safety",0,0,0,0,0,0,1,0,1
flooding davenport eastern iowa devastating provide iowans quickly recover invest immediately strengthening infrastructure prepare disasters climate change make worse," environment,economic",1,1,0,0,0,0,0,0,0
university nevada las vegas,no topic,0,0,0,0,0,0,0,0,0
facts,no topic,0,0,0,0,0,0,0,0,0
complete transparency mueller report made public immediately,governance,0,0,0,1,0,0,0,0,0
crispus attucks monument boston,no topic,0,0,0,0,0,0,0,0,0
campaign based simple principle real change top bottom millions stand accomplish closer goal 1 million supporters signing support campaign put top,no topic,0,0,0,0,0,0,0,0,0
folks live iowa senate district 30 tuesday election day pumped helping vote eric giddens iowa today sign volunteer,no topic,0,0,0,0,0,0,0,0,0
historically black colleges universities account 80 black judges 50 black lawyers 25 black stem degrees deserve dedicated financial support," economic,social and cultural",1,0,0,0,0,0,0,0,1
rep jim mcgovern rep mark pocan rep ilhan omar cosponsoring 1249 inf treaty compliance act prevent taxpayer dollars weapons breach inf treaty step congress national security peace," foreign policy,economic",1,0,1,0,0,0,0,0,0
join fairfield ia wednesday april 10th mayor ed malloy rsvp,no topic,0,0,0,0,0,0,0,0,0
morning joe msnbc chat campaign make economy work,economic,1,0,0,0,0,0,0,0,0
twenty veterans active service members lives day including ve served alongside american crisis requiring bold action lives stake,military,0,0,0,0,0,1,0,0,0
years ago president trump gave giant tax cuts super wealthy corporations rip free school lunches kids heartless kid hungry america," social programs,economic",1,0,0,0,0,0,0,1,0
montgomery alabama holding town hall discuss fight economic racial environment social justice," environment, social and cultural,economic",1,1,0,0,0,0,0,0,1
study shows 1 5 black women report maternal mistreatment crisis black women dying heard congress pass maternal care act ensure black minority women receive care deserve," social programs,social and cultural",0,0,0,0,0,0,0,1,1
time people step,no topic,0,0,0,0,0,0,0,0,0
made york times crossword,no topic,0,0,0,0,0,0,0,0,0
vote count make happen rid electoral college,governance,0,0,0,1,0,0,0,0,0
immigration enforcement system built lie immigrants present threat national security lie allowed trump demonize attack immigrants political gain peoplefirst immigration plan overhaul enforcement country,immigration,0,0,0,0,1,0,0,0,0
proud campaign million people signed volunteer reached million contributions faster campaign american history people bit careful underestimating,no topic,0,0,0,0,0,0,0,0,0
speak politics meaning easter tonight location lightning society 245 varet street brooklyn ny 11206 6pm livestream marianne2020 important seating tonight limited served basis join livestream,no topic,0,0,0,0,0,0,0,0,0
tape show msnbc week met group delightful graders news show told running president girls ll newsworthy,no topic,0,0,0,0,0,0,0,0,0
remember leaving area yakalawng district panjab poisoned female school arrived bodies ground understand dangers education females land,social and cultural,0,0,0,0,0,0,0,0,1
attempting deceive american people attorney general barr front congress lied oath congress hold administration accountable starts launching impeachment inquiries william barr donald trump,governance,0,0,0,1,0,0,0,0,0
afford wait republicans give permission impeach donald trump time hard,governance,0,0,0,1,0,0,0,0,0
demagogues behave,no topic,0,0,0,0,0,0,0,0,0
person person dollar dollar win 100 grassroots movement federal lobbyists fundraisers mega donors money pacs kind chip momentum ewar ren grassroots donate fb,governance,0,0,0,1,0,0,0,0,0
president make defeating climate crisis number priority united states,environment,0,1,0,0,0,0,0,0,0
watch starting 1 40 00 marianne meetups big truths grassroots discuss vision 2020 supporters involved pumped watch parties country supporters taking action action share livestream text truth 484848 donate haven marianne2020 donate marianne2020 bigtruth,no topic,0,0,0,0,0,0,0,0,0
back days women america didn control bodies futures access safe legal abortion constitutional law struck,social and cultural,0,0,0,0,0,0,0,0,1
defeat climate change rid bygone relics supermajority requirement senate period," governance,environment",0,1,0,1,0,0,0,0,0
detroit,no topic,0,0,0,0,0,0,0,0,0
san diego monday april 29 speaking san diego chapter women color presidential town hall ll joining local activists officials panel discussion town hall admission free free panel town hall start 6pm optional reception 4 30pm details,no topic,0,0,0,0,0,0,0,0,0
american society civil engineers gave average infrastructure deserve plan fix,economic,1,0,0,0,0,0,0,0,0
reintroducing dignity detained immigrants act morally wrong extend cruelty asylum seekers refuge indefinite detention inhumane system end,immigration,0,0,0,0,1,0,0,0,0
icymi congress steps closer reflecting diversity cultures people represent,social and cultural,0,0,0,0,0,0,0,0,1
fired ready iowa wing ding,no topic,0,0,0,0,0,0,0,0,0
fake news dishonest today goodness fight back social media stop bias conservatives,no topic,0,0,0,0,0,0,0,0,0
rosa parks understood power simple action assert dignity humanity face culture caught grip individual systemic racism today remember symbol leader worked tirelessly racial justice blackhistorymonth,social and cultural,0,0,0,0,0,0,0,0,1
today juneteenth commemorate end slavery word emancipation reached texas responsibility continue working true equality address original sin slavery heal nation time settled moral debt slavery owe future nation make reparations descendants enslaved people,social and cultural,0,0,0,0,0,0,0,0,1
dubuque,no topic,0,0,0,0,0,0,0,0,0
doug backstage dem debate important question chip 5,no topic,0,0,0,0,0,0,0,0,0
tie bw turnbacktuesday weld2020,no topic,0,0,0,0,0,0,0,0,0
conversation krog street market atlanta focused justice confront true legacy slavery segregation suppression people based race ethnicity ll repair damage repeating injustices,social and cultural,0,0,0,0,0,0,0,0,1
imagination rid common jobs economy immigrants automation yang2020," immigration,economic",1,0,0,0,1,0,0,0,0
black americans truth respect leaders act moral clarity impeachment holding president accountable pursuing truth voters demanding,governance,0,0,0,1,0,0,0,0,0
don defend borders cease nation,immigration,0,0,0,0,1,0,0,0,0
trump devos slash education spending defund special olympics giving tax breaks top 1 percent unbelievable white house national priorities straight," economic,social programs",1,0,0,0,0,0,0,1,0
student loan debt burden crushing millions families acting anchor economy wrong plan end crisis clean mess caused," economic,social programs",1,0,0,0,0,0,0,1,0
legacy federal government racist redlining policies hurts black brown families gap white homeownership black homeownership rates today 30 bigger 1960 housing discrimination legal housing plan creates kind payment assistance program time homebuyers live redlined neighborhoods communities segregated law low income eligible assistance plan provide thousands families real chance buy home opportunities government denied previous generations residents area," economic,social and cultural",1,0,0,0,0,0,0,0,1
stand human rights abroad home ruler dubai allowed hold adult daughter hostage year consequences world community women rights human rights people dubai ruler things outcry world community join chorus putting word woman situation freelatifa," foreign policy,social and cultural",0,0,1,0,0,0,0,0,1
wrapped iowa day 2 ames awesome crowd story county democrats quick friends senate,no topic,0,0,0,0,0,0,0,0,0
campaign rejecting contributions corporate pacs federal lobbyists means reach end month fundraising goal dollar give matter amount makes difference click link pitch today,governance,0,0,0,1,0,0,0,0,0
